L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/N,Term,Exercise,General Details,General Details,Signals,,Signals/ Optics,,,,,,,,,,,,,,,,,,,,,,,,,,Signal / Optics,Medic ,,,,Medic,Ammo,,Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammo,,,,,,,,,,,,,,,,,,,,,,Ammo,Ration,Ration,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport,,,,,,,,,,,,,,,,Others
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMMO COLLECTION BASE,"REMARKS
(E.g. No. of Rounds for Demonstration)",General Details,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Conventional Arms,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Section,Per Wing,Per Wing,Demolition,Per Wing,Per Wing,Per Cadet,Others,,,,"Start:
Date / Timing","End:
Date / Timing",LUV (HQ),MB290 (HQ),LUV (PLC),SOUV,5-Ton,GP Car,"Other Vehicles (Boats, Trailers, F550)",TO,Reporting Venue,Destination Venue,Parkover,Remarks,Indent ID,Military,Date/Timing,,Venue,,20 - seater,40 - seater,60 - seater,1 way / 2 way / Disposal,POC + Contact Number,Indent ID,Civilian,RPL,,,,Fast Craft,,,,Tekong,,Stores,,,,,,,,,Stores,ICCT Instructors,SOC Key,Link Bridge Key,M1 Gate Key,Others,
144,,EX.RELENTLESS Recovery,TEKONG,,,,0,0,0,0,0,0,0,0,0,12,Y,0,0,0,0,0,0,0,0,25,0,0,0,0,0,Y,Y,,,-,-,-,,,TEKONG,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,Y,Y,,,-,-,-,-,-,-,1x15T,1,TFT,SFT,,-,-,Y,-,-,-,-,-,-,-,Disposal,-,-,Y,-,-,-,1x15Ton,-,-,-,-,Y,Y,-,-,-,-,-,-,-,-,Y,Y,-,-,Y,-,-,Y
145,,R240 (4 WINGS),TEKONG,,,,0,30,30,0,4,0,0,0,0,12,Y,0,0,0,0,0,0,0,0,25,0,0,0,0,0,Y,Y,,,PULAU TEKONG,8,Y,,,TEKONG,0,,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,Y,Y,,,-,-,-,-,-,-,"2 x GSB, 1 x Trailer from Day 6 - 10",-,SAFTI MI,PULAU TEKONG,Y,-,-,,-,-,SAFTI MI,SFT,-,8,-,2-WAY,-,-,Y,"DAY 1 - 10
DAY 6 - 10","MR / LR
MR / LR","LR / MR
LR / MR","12x OUV, 8x 5Ton
1x 5Ton + Boat Trailer",DAY 1 - 10,MR / LR,LR / MR,400,Y,Y,-,-,-,-,-,-,-,-,Y,Y,-,-,Y,-,-,Y
146,,R240 RECCE,TEKONG,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,2,-,-,-,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,SAME DAY,MR / LR,LR / MR,2xOUV,SAME DAY,MR / LR,LR / MR,20,Y,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
147,,REMEDIAL TRAINING,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,-,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
148,,ROUTE MARCH - 03KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
149,,ROUTE MARCH - 04KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
150,,ROUTE MARCH - 06 KM + CETL,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
151,,ROUTE MARCH - 06KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
152,,ROUTE MARCH - 08KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
153,,ROUTE MARCH - 09KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
154,,ROUTE MARCH - 12KM,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
155,,ROUTE MARCH - 16KM,-,,-,-,0,0,0,0,0,0,0,0,9,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y,061217 0800,061217 1800,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,071217 0800,071217 1800,-,-,1,2,1,-,-,4,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
156,,ROUTE MARCH - 16KM RECCE,LFA,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,191217 1500,201217 1200,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,191217 1700,201217 1200,-,-,2,,,-,-,2,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
157,,ROUTE MARCH - 21KM + 3KM SEOC,LFA,,-,-,0,0,0,0,1,0,0,0,10,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y,191217 1500,201217 1200,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Y,191217 1700,201217 1200,-,-,*,-,-,-,-,3,SAFTI MI,SAFTI MI / LFA,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
158,,ROUTE MARCH - 24KM,LFA,,-,-,0,0,0,0,1,0,0,0,10,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y,191217 1500,201217 1200,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Y,191217 1700,201217 1200,-,-,-,1,1,-,-,3,SAFTI MI,SAFTI MI / LFA,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
159,,ROUTE MARCH - 24KM RECCE,LFA,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,191217 1500,201217 1200,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,191217 1700,201217 1200,-,-,2,,,-,-,2,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
160,,SAF DAY PARADE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
161,,SAR / SAW LIVE FIRING 100M RANGE,SAFTI 100M RANGE,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI 100M,1,Y,,,PLAD,0,,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,1,1,1,-,-,3,SAFTI MI,SAFTI 100M RANGE,Y,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
162,,SAR / SAW LIVE FIRING 100M RANGE RECCE,SAFTI 100M RANGE,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI 100M,-,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,3,SAFTI MI,SAFTI 100M RANGE,Y,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
163,,SAR / SAW LIVE FIRING MMRC,SAFTI 100M RANGE,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MMRC,-,,,,MMRC,0,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,1,-,1,-,1 X CAT 1 TONNER,1,SAFTI MI,MMRC,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
164,,SAR / SAW LIVE FIRING MMRC RECCE,SAFTI 100M RANGE,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MMRC,-,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,1,-,-,-,-,1,SAFTI MI,MMRC,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
165,ST,SENIOR BAR PARADE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
166,,SEOC,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,131217 0700,131217 1000,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,131217 0600,131217 1000,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
167,ST,SIGNAL PACKAGE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,SAFTI MI,STAGMONT CAMP,-,3,-,2-WAY,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
168,,SOC 1-4,SOC GROUND,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SOC GROUND,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI SOC GROUND,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,Y,-,-,-,Y
